datetime,wave_height_significant,wave_height_max,wave_period_upx,wave_period_peak,wave_direction,sea_temperature
2024-02-27 17:30:00,0.823,1.49,4.805,10.326,97.0,28.1
2024-02-27 18:00:00,0.881,1.45,4.856,10.259,106.0,28.1
2024-02-27 18:30:00,0.847,1.46,4.633,10.004,101.0,28.1
2024-02-27 19:00:00,0.863,1.29,4.573,10.426,99.0,28.05
2024-02-27 19:30:00,0.952,1.68,5.147,10.254,104.0,28.05
2024-02-27 20:00:00,0.842,1.39,4.673,9.439,99.0,28.05
2024-02-27 20:30:00,0.926,1.62,4.861,10.277,106.0,28.0
2024-02-27 21:00:00,0.865,1.44,4.837,9.824,94.0,28.0
2024-02-27 21:30:00,0.931,1.42,4.884,10.057,111.0,28.0
2024-02-27 22:00:00,0.913,1.411,4.806,8.55,95.0,27.95
2024-02-27 22:30:00,0.973,1.53,5.064,10.193,101.0,27.95
2024-02-27 23:00:00,0.932,1.55,4.8,9.705,105.0,27.95
2024-02-27 23:30:00,0.963,2.0,4.807,9.362,106.0,27.9
2024-02-28 00:00:00,0.93,1.42,4.46,10.292,106.0,27.9
2024-02-28 00:30:00,0.932,1.5,4.494,4.71,99.0,27.9
2024-02-28 01:00:00,0.98,1.76,4.668,9.302,94.0,27.9
2024-02-28 01:30:00,0.964,1.53,4.617,9.569,94.0,27.9
2024-02-28 02:00:00,0.975,1.68,4.566,9.817,91.0,27.85
2024-02-28 02:30:00,1.055,1.67,4.91,9.58,95.0,27.85
2024-02-28 03:00:00,1.1,1.68,4.842,5.191,99.0,27.85
2024-02-28 03:30:00,1.078,1.73,4.893,9.342,104.0,27.85
2024-02-28 04:00:00,1.045,1.75,4.761,5.416,101.0,27.8
2024-02-28 04:30:00,1.077,1.62,4.878,5.401,115.0,27.75
2024-02-28 05:00:00,1.067,2.18,4.925,9.347,99.0,27.7
2024-02-28 05:30:00,1.094,2.0,5.064,9.383,97.0,27.65
2024-02-28 06:00:00,1.057,1.61,4.819,9.736,92.0,27.65
2024-02-28 06:30:00,1.095,1.86,4.744,6.126,95.0,27.65
2024-02-28 07:00:00,1.083,1.97,4.864,5.479,108.0,27.65
2024-02-28 07:30:00,1.08,1.91,4.688,9.01,108.0,27.65
2024-02-28 08:00:00,1.083,1.66,5.029,5.772,102.0,27.6
2024-02-28 08:30:00,1.038,1.63,4.894,9.033,105.0,27.65
2024-02-28 09:00:00,1.049,1.7,5.004,8.928,95.0,27.65
2024-02-28 09:30:00,1.049,2.1,4.966,5.486,99.0,27.7
2024-02-28 10:00:00,0.955,1.57,4.966,9.256,91.0,27.75
2024-02-28 10:30:00,0.98,1.57,5.098,5.67,97.0,27.8
2024-02-28 11:00:00,0.956,1.74,5.07,8.71,84.0,27.8
2024-02-28 11:30:00,0.91,1.63,4.854,8.874,98.0,27.85
2024-02-28 12:00:00,0.89,1.82,4.99,8.568,102.0,27.9
2024-02-28 12:30:00,0.875,1.54,4.936,5.771,85.0,27.95
2024-02-28 13:00:00,0.826,1.32,4.858,8.645,90.0,27.95
2024-02-28 13:30:00,0.909,1.52,4.964,5.337,99.0,27.95
2024-02-28 14:00:00,0.871,1.62,4.887,8.169,99.0,27.95
2024-02-28 14:30:00,0.831,1.46,4.896,9.357,92.0,27.95
2024-02-28 15:00:00,0.82,1.39,4.818,8.506,88.0,27.95
2024-02-28 15:30:00,0.825,1.28,4.777,8.92,92.0,28.05
2024-02-28 16:00:00,0.788,1.45,4.748,9.515,92.0,28.05
2024-02-28 16:30:00,0.769,1.37,4.555,9.132,90.0,28.05
2024-02-28 17:00:00,0.784,1.31,4.583,12.17,94.0,28.05
2024-02-28 17:30:00,0.797,1.3,4.814,11.451,88.0,28.05
2024-02-28 18:00:00,0.817,1.42,4.728,9.291,78.0,28.0
2024-02-28 18:30:00,0.822,1.59,4.519,10.585,97.0,27.9
2024-02-28 19:00:00,0.791,1.35,4.619,9.719,99.0,27.9
2024-02-28 19:30:00,0.81,1.37,4.448,9.787,91.0,27.85
2024-02-28 20:00:00,0.792,1.21,4.512,10.352,102.0,27.85
2024-02-28 20:30:00,0.814,1.57,4.715,11.529,113.0,27.85
2024-02-28 21:00:00,0.809,1.53,4.45,9.662,101.0,27.85
2024-02-28 21:30:00,0.873,1.42,4.867,8.875,102.0,27.85
2024-02-28 22:00:00,0.868,1.58,4.732,7.54,113.0,27.85
2024-02-28 22:30:00,0.861,1.27,4.805,9.286,104.0,27.8
2024-02-28 23:00:00,0.835,1.67,4.575,8.693,90.0,27.8
2024-02-28 23:30:00,0.873,1.43,4.546,4.627,85.0,27.8
2024-02-29 00:00:00,0.885,1.62,4.813,9.048,125.0,27.75
2024-02-29 00:30:00,0.886,1.33,5.227,9.323,102.0,27.75
2024-02-29 01:00:00,0.856,1.45,5.138,10.961,115.0,27.75
2024-02-29 01:30:00,0.863,1.49,5.016,5.808,112.0,27.7
2024-02-29 02:00:00,0.879,1.46,4.988,9.82,105.0,27.65
2024-02-29 02:30:00,0.899,1.7,5.114,9.258,98.0,27.65
2024-02-29 03:00:00,0.886,1.56,5.128,4.94,101.0,27.65
2024-02-29 03:30:00,0.869,1.34,5.119,5.49,113.0,27.65
2024-02-29 04:00:00,0.894,1.47,5.068,10.321,106.0,27.65
2024-02-29 04:30:00,0.901,1.9,5.37,8.822,104.0,27.65
2024-02-29 05:00:00,0.898,1.68,5.405,9.418,113.0,27.65
2024-02-29 05:30:00,0.901,1.5,5.216,5.98,102.0,27.65
2024-02-29 06:00:00,0.894,1.59,5.345,9.826,104.0,27.65
2024-02-29 06:30:00,0.851,1.47,5.14,9.353,104.0,27.65
2024-02-29 07:00:00,0.866,1.59,5.058,7.038,102.0,27.65
2024-02-29 07:30:00,0.907,1.42,5.281,9.033,92.0,27.65
2024-02-29 08:00:00,0.858,1.5,5.269,9.313,104.0,27.75
2024-02-29 08:30:00,0.921,1.59,5.477,6.347,105.0,27.8
2024-02-29 09:00:00,0.908,1.59,5.4,9.364,99.0,27.85
2024-02-29 09:30:00,0.93,1.46,5.485,9.591,81.0,27.95
2024-02-29 10:00:00,0.914,1.57,5.343,6.563,94.0,28.15
2024-02-29 10:30:00,0.964,1.58,5.619,6.764,77.0,28.3
2024-02-29 11:00:00,0.998,1.61,5.672,6.351,75.0,28.4
2024-02-29 11:30:00,0.926,1.68,5.697,5.991,77.0,28.5
2024-02-29 12:00:00,0.9,1.37,5.724,6.327,71.0,28.5
2024-02-29 12:30:00,0.943,1.67,5.862,9.385,91.0,28.5
2024-02-29 13:00:00,0.89,1.48,5.632,6.807,106.0,28.5
2024-02-29 13:30:00,0.905,1.45,5.899,5.999,84.0,28.55
2024-02-29 14:00:00,0.894,1.69,5.499,9.679,95.0,28.5
2024-02-29 14:30:00,0.884,1.52,5.636,9.327,105.0,28.6
2024-02-29 15:00:00,0.894,1.62,5.487,6.794,78.0,28.45
2024-02-29 15:30:00,0.912,1.57,5.725,9.294,94.0,28.45
2024-02-29 16:00:00,0.86,1.26,5.457,5.682,98.0,28.55
2024-02-29 16:30:00,0.8,1.43,5.224,9.051,113.0,28.5
2024-02-29 17:00:00,0.848,1.55,5.493,10.277,92.0,28.45
2024-02-29 17:30:00,0.92,1.57,5.644,10.795,105.0,28.55
2024-02-29 18:00:00,0.851,1.28,5.21,9.523,91.0,28.5
2024-02-29 18:30:00,0.843,1.48,5.121,6.356,115.0,28.4
2024-02-29 19:00:00,0.773,1.41,4.919,9.372,88.0,28.3
2024-02-29 19:30:00,0.83,1.26,5.303,9.392,109.0,28.25
2024-02-29 20:00:00,0.78,1.25,5.26,10.758,101.0,28.15
2024-02-29 20:30:00,0.776,1.32,5.086,9.85,94.0,28.15
2024-02-29 21:00:00,0.774,1.64,5.271,8.49,106.0,28.15
2024-02-29 21:30:00,0.772,1.22,5.214,8.492,97.0,28.1
2024-02-29 22:00:00,0.782,1.33,5.658,6.965,111.0,28.05
2024-02-29 22:30:00,0.783,1.42,5.442,8.93,102.0,28.0
2024-02-29 23:00:00,0.781,1.31,5.481,9.482,108.0,27.95
2024-02-29 23:30:00,0.715,1.16,5.109,7.976,109.0,27.9
2024-03-01 00:00:00,0.715,1.25,5.393,9.747,102.0,27.85
2024-03-01 00:30:00,0.757,1.17,5.539,9.675,112.0,27.9
2024-03-01 01:00:00,0.77,1.17,5.74,9.063,111.0,27.9
2024-03-01 01:30:00,0.803,1.33,5.739,8.871,101.0,27.95
2024-03-01 02:00:00,0.789,1.14,5.933,9.818,98.0,27.9
2024-03-01 02:30:00,0.763,1.14,5.788,7.06,97.0,27.9
2024-03-01 03:00:00,0.772,1.29,5.696,8.906,98.0,27.95
2024-03-01 03:30:00,0.774,1.11,5.63,6.555,94.0,27.95
2024-03-01 04:00:00,0.772,1.24,5.734,9.716,91.0,27.9
2024-03-01 04:30:00,0.773,1.14,5.802,8.591,94.0,27.9
2024-03-01 05:00:00,0.771,1.34,5.501,6.531,95.0,27.9
2024-03-01 05:30:00,0.819,1.39,5.528,6.804,83.0,27.85
2024-03-01 06:00:00,0.785,1.19,5.606,6.974,97.0,27.9
2024-03-01 06:30:00,0.825,1.38,5.848,9.937,95.0,27.85
2024-03-01 07:00:00,0.774,1.25,5.776,7.539,109.0,27.85
2024-03-01 07:30:00,0.779,1.21,5.782,9.36,99.0,27.9
2024-03-01 08:00:00,0.784,1.32,5.806,6.707,87.0,27.85
2024-03-01 08:30:00,0.747,1.17,5.429,6.898,88.0,27.9
2024-03-01 09:00:00,0.805,1.42,5.738,6.816,91.0,27.9
2024-03-01 09:30:00,0.874,1.49,5.626,6.945,81.0,28.0
2024-03-01 10:00:00,0.77,1.4,5.406,7.246,91.0,28.1
2024-03-01 10:30:00,0.779,1.38,5.833,6.305,83.0,28.2
2024-03-01 11:00:00,0.785,1.1,5.417,6.345,88.0,28.3
2024-03-01 11:30:00,0.745,1.36,5.453,6.215,87.0,28.3
2024-03-01 12:00:00,0.754,1.41,5.511,7.606,88.0,28.45
2024-03-01 12:30:00,0.772,1.21,5.695,6.388,81.0,28.45
2024-03-01 13:00:00,0.684,1.08,4.925,7.059,85.0,28.5
2024-03-01 13:30:00,0.742,1.24,5.497,7.013,97.0,28.6
2024-03-01 14:00:00,0.668,1.0,5.148,8.492,80.0,28.25
2024-03-01 14:30:00,0.696,1.1,5.06,8.567,91.0,28.4
2024-03-01 15:00:00,0.698,1.18,5.191,8.997,102.0,28.35
2024-03-01 15:30:00,0.668,1.31,4.892,9.232,84.0,28.35
2024-03-01 16:00:00,0.759,1.29,5.164,7.872,87.0,28.35
2024-03-01 16:30:00,0.737,1.32,5.117,8.811,91.0,28.3
2024-03-01 17:00:00,0.781,1.25,5.407,9.032,83.0,28.25
2024-03-01 17:30:00,0.728,1.2,5.098,6.186,81.0,28.25
2024-03-01 18:00:00,0.783,1.16,5.644,7.295,98.0,28.1
2024-03-01 18:30:00,0.75,1.29,5.585,6.796,81.0,28.05
2024-03-01 19:00:00,0.761,1.25,5.456,6.553,83.0,28.05
2024-03-01 19:30:00,0.677,1.17,5.373,9.673,83.0,28.05
2024-03-01 20:00:00,0.702,1.13,5.331,6.561,97.0,28.05
2024-03-01 20:30:00,0.682,1.42,5.282,6.767,105.0,28.35
2024-03-01 21:00:00,0.696,1.17,5.383,8.458,108.0,28.4
2024-03-01 21:30:00,0.731,1.1,5.643,6.992,97.0,28.35
2024-03-01 22:00:00,0.746,1.25,5.514,8.518,85.0,28.25
2024-03-01 22:30:00,0.719,1.15,5.398,9.276,105.0,28.25
2024-03-01 23:00:00,0.767,1.17,5.551,6.142,91.0,28.2
2024-03-01 23:30:00,0.75,1.08,5.819,9.105,84.0,28.1
2024-03-02 00:00:00,0.73,1.14,5.228,6.759,106.0,28.1
2024-03-02 00:30:00,0.714,1.27,5.297,6.789,81.0,28.1
2024-03-02 01:00:00,0.725,1.16,5.258,7.103,104.0,28.05
2024-03-02 01:30:00,0.733,1.27,4.858,7.575,113.0,28.1
2024-03-02 02:00:00,0.759,1.18,5.186,7.586,98.0,28.05
2024-03-02 02:30:00,0.789,1.21,5.142,7.288,94.0,28.05
2024-03-02 03:00:00,0.815,1.7,5.259,7.784,87.0,27.9
2024-03-02 03:30:00,0.781,1.22,5.006,7.245,94.0,27.85
2024-03-02 04:00:00,0.826,1.63,5.127,7.822,84.0,27.9
2024-03-02 04:30:00,0.851,1.31,5.181,7.853,78.0,27.75
2024-03-02 05:00:00,0.829,1.23,5.069,8.482,83.0,27.7
2024-03-02 05:30:00,0.773,1.48,5.087,6.938,80.0,27.8
2024-03-02 06:00:00,0.827,1.48,5.382,7.032,80.0,27.9
2024-03-02 06:30:00,0.774,1.36,5.308,7.269,81.0,27.95
2024-03-02 07:00:00,0.742,1.39,5.294,7.322,75.0,28.05
2024-03-02 07:30:00,0.762,1.18,5.393,7.449,75.0,28.15
2024-03-02 08:00:00,0.76,1.13,5.155,6.184,77.0,28.2
2024-03-02 08:30:00,0.723,1.13,5.059,6.795,83.0,28.3
2024-03-02 09:00:00,0.745,1.32,5.056,5.98,75.0,28.5
2024-03-02 09:30:00,0.7,1.27,4.891,9.288,71.0,28.7
2024-03-02 10:00:00,0.754,1.4,5.119,7.032,78.0,28.95
2024-03-02 10:30:00,0.731,1.23,5.228,7.494,81.0,28.85
2024-03-02 11:00:00,0.72,1.58,5.183,6.78,78.0,28.95
2024-03-02 11:30:00,0.761,1.28,5.291,6.415,77.0,28.85
2024-03-02 12:00:00,0.742,1.41,5.144,6.237,87.0,28.85
2024-03-02 12:30:00,0.755,1.33,5.176,5.817,74.0,28.8
2024-03-02 13:00:00,0.767,1.33,4.918,5.973,77.0,28.85
2024-03-02 13:30:00,0.824,1.37,4.832,6.814,85.0,28.85
2024-03-02 14:00:00,0.753,1.26,4.483,7.012,77.0,28.8
2024-03-02 14:30:00,0.776,1.41,4.517,6.058,81.0,28.8
2024-03-02 15:00:00,0.784,1.27,4.157,7.257,71.0,28.8
2024-03-02 15:30:00,0.816,1.31,4.242,6.526,74.0,28.7
2024-03-02 16:00:00,0.828,1.71,4.141,5.926,78.0,28.65
2024-03-02 16:30:00,0.838,1.37,3.937,6.17,78.0,28.6
2024-03-02 17:00:00,0.837,1.52,4.078,6.328,81.0,28.55
2024-03-02 17:30:00,0.859,1.3,4.105,3.417,68.0,28.5
2024-03-02 18:00:00,0.876,1.3,4.03,6.207,84.0,28.45
2024-03-02 18:30:00,0.871,1.41,3.939,3.737,73.0,28.35
2024-03-02 19:00:00,0.95,1.706,3.991,3.501,28.0,28.3
2024-03-02 19:30:00,0.925,1.65,3.976,8.496,15.0,28.2
2024-03-02 20:00:00,0.94,1.6,4.042,3.949,23.0,28.15
2024-03-02 20:30:00,0.911,1.39,4.089,4.039,11.0,28.15
2024-03-02 21:00:00,0.919,1.49,3.977,4.187,67.0,28.15
2024-03-02 21:30:00,0.917,1.43,4.15,6.131,18.0,28.15
2024-03-02 22:00:00,0.935,1.6,4.124,4.293,25.0,28.1
2024-03-02 22:30:00,0.882,1.47,4.252,4.027,80.0,28.05
2024-03-02 23:00:00,0.841,1.59,4.115,6.33,32.0,28.0
2024-03-02 23:30:00,0.849,1.55,4.379,3.958,39.0,28.0
2024-03-03 00:00:00,0.805,1.28,4.73,6.305,35.0,28.1
2024-03-03 00:30:00,0.779,1.29,4.556,6.134,68.0,28.1
2024-03-03 01:00:00,0.733,1.05,5.019,6.244,91.0,28.1
2024-03-03 01:30:00,0.744,1.06,4.91,5.792,83.0,28.1
2024-03-03 02:00:00,0.745,1.33,4.779,7.796,88.0,28.1
2024-03-03 02:30:00,0.727,1.07,4.75,7.091,68.0,28.1
2024-03-03 03:00:00,0.754,1.25,4.913,6.895,85.0,28.1
2024-03-03 03:30:00,0.749,1.4,5.026,6.555,73.0,28.1
2024-03-03 04:00:00,0.701,1.19,4.944,6.384,106.0,28.1
2024-03-03 04:30:00,0.688,1.19,5.114,8.237,83.0,28.1
2024-03-03 05:00:00,0.667,0.99,4.892,8.536,101.0,28.1
2024-03-03 05:30:00,0.684,1.24,4.875,7.738,91.0,28.1
2024-03-03 06:00:00,0.72,1.04,5.268,6.571,112.0,28.1
2024-03-03 06:30:00,0.674,1.17,4.871,6.127,78.0,28.05
2024-03-03 07:00:00,0.657,1.11,4.976,6.541,67.0,28.05
2024-03-03 07:30:00,0.675,1.25,4.807,10.198,80.0,28.05
2024-03-03 08:00:00,0.644,1.15,4.819,6.175,92.0,28.05
2024-03-03 08:30:00,0.679,1.13,4.989,7.261,91.0,28.1
2024-03-03 09:00:00,0.637,0.96,4.874,6.56,74.0,28.15
2024-03-03 09:30:00,0.652,1.07,5.037,7.285,90.0,28.15
2024-03-03 10:00:00,0.614,1.18,4.952,6.801,73.0,28.3
2024-03-03 10:30:00,0.649,0.94,5.097,7.249,102.0,28.35
2024-03-03 11:00:00,0.654,1.12,5.183,6.267,77.0,28.3
2024-03-03 11:30:00,0.612,1.15,4.796,5.816,75.0,28.3
2024-03-03 12:00:00,0.621,0.98,4.826,6.28,85.0,28.35
2024-03-03 12:30:00,0.637,1.07,5.031,6.558,70.0,28.45
2024-03-03 13:00:00,0.636,0.97,5.037,6.347,77.0,28.5
2024-03-03 13:30:00,0.587,1.05,5.054,7.295,106.0,28.5
2024-03-03 14:00:00,0.61,1.2,5.062,5.989,73.0,28.55
2024-03-03 14:30:00,0.613,1.05,4.877,6.871,85.0,28.55
2024-03-03 15:00:00,0.611,1.17,4.891,6.332,88.0,28.55
2024-03-03 15:30:00,0.556,0.98,4.695,6.369,77.0,28.55
2024-03-03 16:00:00,0.573,0.84,4.539,6.195,87.0,28.55
2024-03-03 16:30:00,0.591,1.0,4.516,9.32,112.0,28.5
2024-03-03 17:00:00,0.554,0.93,4.37,9.76,109.0,28.45
2024-03-03 17:30:00,0.554,0.9,4.459,10.248,111.0,28.45
2024-03-03 18:00:00,0.548,0.94,4.481,6.783,109.0,28.45
2024-03-03 18:30:00,0.575,1.0,4.371,6.807,84.0,28.4
2024-03-03 19:00:00,0.578,1.21,4.314,9.936,105.0,28.4
2024-03-03 19:30:00,0.571,1.0,4.212,10.298,85.0,28.35
2024-03-03 20:00:00,0.566,1.03,4.245,9.789,108.0,28.35
2024-03-03 20:30:00,0.569,0.97,4.514,6.356,90.0,28.35
2024-03-03 21:00:00,0.519,0.99,4.384,6.387,115.0,28.3
2024-03-03 21:30:00,0.548,0.91,4.499,6.537,102.0,28.3
2024-03-03 22:00:00,0.54,0.83,4.554,7.533,111.0,28.3
2024-03-03 22:30:00,0.548,1.12,4.477,6.388,90.0,28.3
2024-03-03 23:00:00,0.531,0.89,4.525,6.35,97.0,28.3
2024-03-03 23:30:00,0.55,1.05,4.709,7.409,88.0,28.3
2024-03-04 00:00:00,0.581,1.03,4.818,7.286,88.0,28.3
2024-03-04 00:30:00,0.588,0.87,4.896,7.304,92.0,28.45
2024-03-04 01:00:00,0.553,0.89,4.84,6.126,102.0,28.4
2024-03-04 01:30:00,0.563,0.96,5.037,9.375,77.0,28.25
2024-03-04 02:00:00,0.577,0.92,5.005,7.467,71.0,28.25
2024-03-04 02:30:00,0.605,0.91,5.274,7.837,92.0,28.2
2024-03-04 03:00:00,0.593,0.89,5.037,6.74,88.0,28.15
2024-03-04 03:30:00,0.576,0.87,5.486,7.059,87.0,28.15
2024-03-04 04:00:00,0.592,0.97,5.586,5.809,84.0,28.1
2024-03-04 04:30:00,0.562,0.94,5.671,8.96,87.0,28.1
2024-03-04 05:00:00,0.588,0.94,5.808,7.263,84.0,28.1
2024-03-04 05:30:00,0.548,1.06,5.695,7.237,111.0,28.05
2024-03-04 06:00:00,0.577,0.99,5.992,6.797,84.0,28.1
2024-03-04 06:30:00,0.549,1.04,6.069,6.735,85.0,28.05
2024-03-04 07:00:00,0.543,0.92,6.099,6.795,108.0,28.05
2024-03-04 07:30:00,0.561,0.9,6.028,6.993,81.0,28.05
2024-03-04 08:00:00,0.525,0.9,5.878,9.993,106.0,28.05
2024-03-04 08:30:00,0.514,0.79,5.571,6.387,104.0,28.1
2024-03-04 09:00:00,0.576,0.89,5.889,9.857,68.0,28.1
2024-03-04 09:30:00,0.51,1.01,5.267,6.327,97.0,28.15
2024-03-04 10:00:00,0.541,0.76,5.412,9.767,75.0,28.15
2024-03-04 10:30:00,0.548,0.9,5.27,7.042,90.0,28.15
2024-03-04 11:00:00,0.58,1.04,5.073,7.068,78.0,28.2
2024-03-04 11:30:00,0.49,0.87,4.699,6.776,111.0,28.35
2024-03-04 12:00:00,0.538,0.88,5.249,7.041,123.0,28.35
2024-03-04 12:30:00,0.526,0.85,5.254,7.274,74.0,28.45
2024-03-04 13:00:00,0.542,1.06,5.326,5.964,66.0,28.45
2024-03-04 13:30:00,0.576,0.91,4.775,10.191,71.0,28.35
2024-03-04 14:00:00,0.58,1.06,4.49,9.748,108.0,28.35
2024-03-04 14:30:00,0.571,0.87,4.372,6.014,99.0,28.35
2024-03-04 15:00:00,0.615,1.1,4.434,9.747,108.0,28.35
2024-03-04 15:30:00,0.612,1.04,4.358,13.12,106.0,28.35
2024-03-04 16:00:00,0.607,1.13,4.116,13.79,133.0,28.3
2024-03-04 16:30:00,0.671,1.08,4.054,14.756,102.0,28.3
2024-03-04 17:00:00,0.774,1.26,3.76,3.863,140.0,28.25
2024-03-04 17:30:00,0.872,1.49,3.914,3.948,133.0,28.2
2024-03-04 18:00:00,0.961,1.54,3.958,4.298,130.0,28.2
2024-03-04 18:30:00,0.974,1.697,3.975,4.466,126.0,28.15
2024-03-04 19:00:00,1.059,1.8,4.116,4.431,132.0,28.15
2024-03-04 19:30:00,1.034,1.81,4.156,4.413,125.0,28.15
2024-03-04 20:00:00,1.193,1.95,4.279,4.643,120.0,28.1
2024-03-04 20:30:00,1.285,2.18,4.557,5.575,118.0,28.1
2024-03-04 21:00:00,1.178,2.02,4.524,5.813,136.0,28.05
2024-03-04 21:30:00,1.473,2.29,4.786,5.869,142.0,28.05
2024-03-04 22:00:00,1.578,2.47,5.029,6.152,140.0,28.05
2024-03-04 22:30:00,1.75,3.046,5.103,6.121,135.0,28.05
2024-03-04 23:00:00,1.784,2.765,5.077,5.978,132.0,28.05
2024-03-04 23:30:00,1.659,3.36,5.04,6.338,125.0,28.05
2024-03-05 00:00:00,1.734,3.226,5.052,6.592,132.0,28.05
2024-03-05 00:30:00,1.727,2.78,5.045,6.956,123.0,28.05
2024-03-05 01:00:00,1.764,2.93,5.372,6.58,125.0,28.05
2024-03-05 01:30:00,1.874,3.2,5.244,6.779,119.0,28.05
2024-03-05 02:00:00,1.794,2.97,4.927,6.339,118.0,28.05
2024-03-05 02:30:00,1.897,3.062,5.436,7.221,111.0,28.05
2024-03-05 03:00:00,1.969,3.43,5.38,7.082,118.0,28.0
2024-03-05 03:30:00,1.952,3.035,5.233,7.301,119.0,28.0
2024-03-05 04:00:00,1.999,3.58,5.489,7.797,120.0,28.0
2024-03-05 04:30:00,2.066,3.05,5.605,7.8,125.0,27.95
2024-03-05 05:00:00,1.75,3.03,5.047,7.545,125.0,27.95
2024-03-05 05:30:00,1.784,3.22,5.086,7.596,119.0,27.95
2024-03-05 06:00:00,1.958,3.27,5.414,7.665,123.0,27.95
2024-03-05 06:30:00,1.787,3.39,5.28,7.803,125.0,27.9
2024-03-05 07:00:00,1.66,2.77,5.063,6.854,111.0,27.9
2024-03-05 07:30:00,1.813,3.41,5.303,7.511,112.0,27.9
2024-03-05 08:00:00,1.754,3.82,5.142,7.048,109.0,27.9
2024-03-05 08:30:00,1.674,2.67,5.21,7.191,112.0,27.9
2024-03-05 09:00:00,1.617,3.01,5.149,7.321,119.0,27.9
2024-03-05 09:30:00,1.578,2.59,5.34,7.024,111.0,27.9
2024-03-05 10:00:00,1.665,2.77,5.306,7.107,106.0,27.9
2024-03-05 10:30:00,1.519,2.64,4.952,6.84,111.0,27.95
2024-03-05 11:00:00,1.455,2.28,4.91,7.854,104.0,27.95
2024-03-05 11:30:00,1.542,2.77,5.061,7.039,109.0,27.95
2024-03-05 12:00:00,1.532,2.76,4.99,6.992,111.0,27.95
2024-03-05 12:30:00,1.5,2.43,4.963,5.19,106.0,27.95
2024-03-05 13:00:00,1.56,2.52,5.061,7.253,98.0,27.95
2024-03-05 13:30:00,1.527,2.55,4.793,6.162,113.0,27.95
2024-03-05 14:00:00,1.519,2.46,4.867,6.642,101.0,27.95
2024-03-05 14:30:00,1.655,2.59,5.008,6.761,99.0,27.9
2024-03-05 15:00:00,1.707,2.87,5.371,6.916,99.0,27.9
2024-03-05 15:30:00,1.657,2.57,5.253,6.909,101.0,27.9
2024-03-05 16:00:00,1.658,3.17,5.314,7.189,98.0,27.9
2024-03-05 16:30:00,1.542,2.57,5.126,7.075,101.0,27.9
2024-03-05 17:00:00,1.654,2.65,5.221,7.221,101.0,27.9
2024-03-05 17:30:00,1.686,2.9,5.391,6.796,101.0,27.85
2024-03-05 18:00:00,1.672,3.13,5.155,6.167,102.0,27.85
2024-03-05 18:30:00,1.599,2.7,5.076,7.01,99.0,27.85
2024-03-05 19:00:00,1.604,2.64,5.158,7.22,95.0,27.8
2024-03-05 19:30:00,1.678,2.67,5.415,6.598,97.0,27.8
2024-03-05 20:00:00,1.64,2.83,5.282,7.27,98.0,27.8
2024-03-05 20:30:00,1.574,2.48,5.372,6.724,104.0,27.8
2024-03-05 21:00:00,1.613,2.55,5.411,6.783,105.0,27.8
2024-03-05 21:30:00,1.631,3.04,5.167,6.11,115.0,27.75
2024-03-05 22:00:00,1.637,2.37,5.322,6.425,105.0,27.75
2024-03-05 22:30:00,1.582,2.86,5.157,5.626,106.0,27.75
2024-03-05 23:00:00,1.605,2.63,5.051,6.508,113.0,27.7
2024-03-05 23:30:00,1.665,2.71,5.231,6.587,102.0,27.7
2024-03-06 00:00:00,1.682,3.1,5.314,7.257,101.0,27.7
2024-03-06 00:30:00,1.695,2.42,5.491,5.951,104.0,27.65
2024-03-06 01:00:00,1.583,2.61,5.475,7.606,98.0,27.65
2024-03-06 01:30:00,1.598,2.79,5.207,6.739,104.0,27.65
2024-03-06 02:00:00,1.582,2.58,5.405,7.259,105.0,27.65
2024-03-06 02:30:00,1.624,3.17,5.408,6.948,115.0,27.65
2024-03-06 03:00:00,1.549,2.3,5.54,7.524,118.0,27.65
2024-03-06 03:30:00,1.545,2.64,5.294,7.192,106.0,27.65
2024-03-06 04:00:00,1.518,2.6,5.207,7.298,111.0,27.65
2024-03-06 04:30:00,1.418,2.13,5.036,7.072,119.0,27.65
2024-03-06 05:00:00,1.413,2.21,5.378,6.824,113.0,27.6
2024-03-06 05:30:00,1.533,2.7,5.58,6.924,106.0,27.65
2024-03-06 06:00:00,1.485,2.54,5.5,6.251,90.0,27.65
2024-03-06 06:30:00,1.456,2.3,5.269,6.197,98.0,27.65
2024-03-06 07:00:00,1.418,2.14,5.568,7.035,99.0,27.6
2024-03-06 07:30:00,1.325,2.32,5.342,6.337,106.0,27.65
2024-03-06 08:00:00,1.422,2.83,5.414,10.967,129.0,27.6
2024-03-06 08:30:00,1.385,2.21,5.366,6.995,125.0,27.65
2024-03-06 09:00:00,1.383,2.4,5.664,11.589,113.0,27.55
2024-03-06 09:30:00,1.298,1.92,5.298,12.638,118.0,27.55
2024-03-06 10:00:00,1.261,2.28,5.38,6.448,116.0,27.65
2024-03-06 10:30:00,1.238,2.15,5.463,7.04,115.0,27.65
2024-03-06 11:00:00,1.139,2.42,5.537,6.34,94.0,27.65
2024-03-06 11:30:00,1.107,1.9,5.153,14.844,101.0,27.7
2024-03-06 12:00:00,1.15,1.9,5.393,13.768,105.0,27.75
2024-03-06 12:30:00,1.172,1.84,5.578,13.867,91.0,27.8
2024-03-06 13:00:00,1.199,1.91,5.578,13.96,111.0,27.8
2024-03-06 13:30:00,1.247,1.93,6.038,14.359,108.0,27.8
